Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
BGT5XBZ6,journalArticle,2022,"Debray, Reena; Herbert, Robin A.; Jaffe, Alexander L.; Crits-Christoph, Alexander; Power, Mary E.; Koskella, Britt",Priority effects in microbiome assembly,Nature Reviews Microbiology,,"1740-1526, 1740-1534",10.1038/s41579-021-00604-w,https://www.nature.com/articles/s41579-021-00604-w,,2022-02,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 2:59,109-121,,2,20,,Nat Rev Microbiol,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS8Q4IMU,journalArticle,2022,"Golla, Jon K.; Bouchez, Julien; Kuessner, Marie L.; Rempe, Daniella M.; Druhan, Jennifer L.",Subsurface weathering signatures in stream chemistry during an intense storm,Earth and Planetary Science Letters,,0012821X,10.1016/j.epsl.2022.117773,https://linkinghub.elsevier.com/retrieve/pii/S0012821X22004095,,2022-10,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 2:59,117773,,,595,,Earth and Planetary Science Letters,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EHQRWAQX,journalArticle,2022,"La Follette, Peter T.; Hahm, W. Jesse; Rempe, Daniella M.; Dietrich, William E.; Brauer, Claudia C.; Weerts, Albrecht H.; Dralle, David N.",Multicriteria analysis on rock moisture and streamflow in a rainfall‐runoff model improves accuracy of model results,Hydrological Processes,,"0885-6087, 1099-1085",10.1002/hyp.14536,https://onlinelibrary.wiley.com/doi/10.1002/hyp.14536,,2022-03,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 3:00,,,3,36,,Hydrological Processes,,,,,,,,en,,,,,DOI.org (Crossref),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L4H3R9SK,dataset,2022,"Rossi, Gabriel",Seasonal growth potential of Oncorhynchus mykiss in streams with contrasting prey phenology and streamflow,,,,,http://datadryad.org/stash/dataset/doi:10.6078/D1TM66,"The growth of any organism depends on habitat conditions, food availability, and their seasonal interactions. Yet in vast literature on Pacific salmon (Oncorhynchus), the seasonal interaction between habitat conditions and food availability has received relatively little attention. We examined juvenile O. mykiss rearing, physical habitat, and resource phenologies in two Mediterranean coastal streams – one perennial, cool, and shaded; the other intermittent, seasonally warm, and sunny. We used a bioenergetics model to investigate the timing and magnitude of growth potential for drift foraging O. mykiss during the spring and summer in both systems. Growth potential peaked at least two months earlier in the intermittent stream than in the perennial stream. By early summer (June), growth potential had declined in the intermittent stream, whereas growth rates were peaking in the perennial stream. However, the mid-July lipid content of juvenile O. mykiss in the intermittent stream was nearly twice that of fish in the perennial stream. By late summer (August), foraging profitability declined in both streams, as abiotic conditions in the intermittent stream approached lethal. In contrast, the perennial stream maintained suitable abiotic conditions even though growth rate was low. We suggest that the divergent resource phenologies and seasonal mortality risks experienced by anadromous O. mykiss rearing in these streams could drive diversification of traits governing size, age, and timing of outmigration.",2022,2/7/2024 6:42,2024-02-07T06:42:16Z,9/20/2022 3:01,,,,,,,,,,,,Dryad,,en,Creative Commons Zero v1.0 Universal,,,,DOI.org (Datacite),,DOI: 10.6078/D1TM66,,,,,FOS: Natural sciences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88FUC8AI,journalArticle,2008,"Ding, Haibing; Valentine, David L.","Methanotrophic bacteria occupy benthic microbial mats in shallow marine hydrocarbon seeps, Coal Oil Point, California",Journal of Geophysical Research: Biogeosciences,,2156-2202,10.1029/2007JG000537,http://onlinelibrary.wiley.com/doi/10.1029/2007JG000537/abstract,"Microbial mats composed of giant sulfur bacteria are observed throughout the benthos along continental margins. These communities serve to oxidize dissolved sulfides to sulfate, and are typically associated with the recent exposure of sulfide-rich sediments. Such mats are also ubiquitous in areas of hydrocarbon seepage, where they are thought to consume sulfide generated in underlying sediment. Despite the high abundance of dissolved methane in hydrocarbon seeps, few studies have considered the importance of methanotrophy in mat communities. To assess the importance of methanotrophs in microbial mats from hydrocarbon seeps, an approach involving lipid biomarkers, stable isotopes and enrichment culturing was applied. Microbial mat samples were collected from benthic surfaces at two hydrocarbon seeps located in the Coal Oil Point seep field, offshore from Goleta, California. Both samples display a high abundance of 16:1 fatty acids, including two isomers specific to type I methanotrophic bacteria, 16:1(ω8) and 16:1(ω6). Depleted values of δ13C found in 16:1 fatty acids suggests methane assimilation into biomass, whereas three separate investigations of sulfide-oxidizing bacteria yield fractionation factors too small to account for these values. On the basis of these observations and experiments, an isotope mass balance was applied to fatty acids present in the microbial mat samples which indicates methanotrophs contribute up to 46% of total fatty acids. These results implicate methanotrophy as an important function for microbial mats in seep areas, despite the visual appearance of these mats as being composed of giant sulfur bacteria.",3/1/2008,11/18/2020 21:53,2020-11-18T21:53:32Z,3/31/2014 7:51,G01015,,G1,113,,J. Geophys. Res.,,,,,,,,en,,,,,Wiley Online Library,,,,,,0448 Geomicrobiology; 0454 Isotopic composition and chemistry; 1055 Organic and biogenic geochemistry; 4840 Microbiology and microbial ecology; fatty acid; hydrocarbon seep; methane; methanotroph; sulfide-oxidizing bacteria; δ13C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MTEYUXX,journalArticle,2008,"Conroy, Chris J.; Neuwald, Jennifer L.","Phylogeographic Study of the California Vole, Microtus californicus",Journal of Mammalogy,,"0022-2372, 1545-1542",10.1644/07-MAMM-A-189R1.1,http://jmammal.oxfordjournals.org/content/89/3/755,"Many vertebrate taxa show genetic differentiation between populations in northern and southern California. This genetic pattern may reflect a common environmental history for these species. For example, a previous study of the California vole (Microtus californicus) showed morphological divergence between populations in northern and southern California and decreased fertility in crosses between the populations. To investigate phylogeo-graphic differences in this species, we assessed variation in mitochondrial and nuclear DNA throughout much of its distribution from Oregon to Baja California. We generated molecular data (mitochondrial cytochrome b and nuclear acid phosphatase V intron [AP5]) for 178 individuals. Examination of these data suggests 2 phylogeographic groups that are largely discordant with the boundaries of 17 currently recognized subspecies. Estimates of pairwise genetic divergence between these groups for cytochrome b are as high as 4.46% uncorrected p. Sequence data for AP5 also indicate a division between populations of M. californicus in northern and southern California. Examination of data from the mitochondrial and nuclear markers together suggests limited gene flow between clades. These data are concordant with other studies that suggest that mountain ranges in California were important in within- and possibly between-species divergence and subsequent contact. The general distribution of each clade, combined with a geographic information system analysis of known capture sites, suggests that clade divergence may be correlated with ecological differences. Our study creates a new framework for reevaluating morphological and ecological diversity in this species, and with more diverse markers, possibly the recognition of 2 species of California voles.",6/5/2008,11/18/2020 21:53,2020-11-18T21:53:21Z,12/3/2016 3:24,755-767,,3,89,,,,,,,,,,en,,,,,jmammal.oxfordjournals.org,,,,,,10.21973/N3C08R; ReserveID = 32 Sedgwick Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9NEB6AAZ,journalArticle,2009,"Tsui, Martin Tsz Ki; Finlay, Jacques C.; Nater, Edward A.",Mercury Bioaccumulation in a Stream Network,Environmental Science & Technology,,0013-936X,10.1021/es901525w,http://dx.doi.org/10.1021/es901525w,"Mercury (Hg) contamination is common in stream and river ecosystems, but factors mediating Hg cycling in the flowing waters are much less understood than in the lakes and wetlands. In this study, we examined the spatial patterns of methylmercury (MeHg) concentrations in the dominant groups of aquatic insect larvae across a network of streams (drainage area ranging from 0.5 to 150 km2) in northern California during summer baseflow conditions. We found that, with the exception of water striders, all invertebrate groups showed significant (p < 0.05) increases in MeHg concentrations with drainage area. The largest stream in our study watershed, the South Fork Eel River, had the highest aqueous MeHg concentration (unfiltered: 0.13−0.17 ng L−1) while most of the upstream tributaries had aqueous MeHg concentrations close to or below the established detection limits (0.02 ng L−1). A filamentous alga abundant in South Fork Eel River (Cladophora glomerata) had an exceptionally high fraction of total-Hg as MeHg (i.e., %MeHg from 50−100%). Since other potential hotspots of in-stream Hg methylation (e.g., surface sediment and deep pools) had %MeHg lower than or similar to surface water (∼14%), we hypothesize that Cladophora and possibly other autotrophs may serve as hotspots of in-stream MeHg production in this bedrock-dominated stream. Recent studies in other regions concluded that wetland abundance in the watershed is the predominant factor in governing Hg concentrations of stream biota. However, our results show that, in the absence of wetlands, substantial spatial variation of Hg bioaccumulation can arise in stream networks due to the influence of in-stream processes.",9/15/2009,1/31/2020 22:02,2020-01-31T22:02:13Z,12/3/2016 3:29,7016-7022,,18,43,,Environ. Sci. Technol.,,,,,,,,,,,,,ACS Publications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L36UE92V,book,1983,"Boren, Ashley","The Composition and Successional Status of Forest Types in the Coast Range of Mendocino County, California",,,,,,,1983,1/31/2020 22:02,2020-01-31T22:02:05Z,,,143,,,,,"The Composition and Successional Status of Forest Types in the Coast Range of Mendocino County, California.",,,,,Stanford Press,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ZDGF5GZ,journalArticle,,"Judy, Sally",The Coast Range Preserve Outdoor Environmental Education Program,,,,,,,,1/31/2020 22:02,2020-01-31T22:02:05Z,,18,,,,,,,,,,,,,English,,,,,,,,,,,Angelo Reserve; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3QMGAPM3,journalArticle,2011,"Limm, Michael P.; Power, Mary E.",The caddisfly Dicosmoecus gilvipes: making a case for a functional role,Journal of the North American Benthological Society,,0887-3593,10.1899/10-028.1,http://www.bioone.org/doi/abs/10.1899/10-028.1,"Most caddisfly larvae build cases of silk and a variety of collected materials. Multiple functions, including protection from predators, resistance to entrainment by high flows, and improved respiration, have been suggested for caddisfly cases. We investigated the functional role of cases built by Dicosmoecus gilvipes, a limnephilid caddisfly. In this species, the 1st- through 4th-instar larvae build cases with plant material and attach Douglas-fir needles as lateral extensions that resemble vanes on an arrow. We tested whether the lateral extensions and entire case deterred predators by manipulating lateral extensions and case presence for larvae exposed to large steelhead trout. No larva with a case (with or without lateral extensions) was consumed during the experiment, whereas all larvae without a case were consumed. We tested whether lateral extensions provided stability against overturning and entrainment by manipulating presence of lateral extensions and subjecting larvae to turbulent flow conditions. Once dislodged, larvae with lateral extensions experienced fewer revolutions and regained their footing faster than those without extensions. Our results suggest lateral extensions provide stability against overturning in fast flow and may improve the ability of larvae to forage efficiently in turbulent flow conditions. Other caddisfly species build lateral extensions on their case, and the extensions may provide similar benefits for these taxa.",3/29/2011,1/31/2020 22:02,2020-01-31T22:02:04Z,3/31/2014 6:18,485-492,,2,30,,Journal of the North American Benthological Society,The caddisfly Dicosmoecus gilvipes,,,,,,,,,,,,BioOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WJ5TZCL3,thesis,1980,"Barrows, Cameron Wallace",Summer Roost Selection by Spotted Owls: an Adaptation to Heat Stress,,,,,,,1980,1/31/2020 22:02,2020-01-31T22:02:03Z,,,51,,,,,Summer Roost Selection by Spotted Owls: an Adaptation to Heat Stress.,,,,,"California State University, Long Beach",,English,,Ph.D Dissertation,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FVEDRDMB,journalArticle,2007,"Suttle, K. B.; Thomsen, Meredith A.; Power, Mary E.",Species Interactions Reverse Grassland Responses to Changing Climate,Science,,"0036-8075, 1095-9203",10.1126/science.1136401,http://www.sciencemag.org/content/315/5812/640,"Predictions of ecological response to climate change are based largely on direct climatic effects on species. We show that, in a California grassland, species interactions strongly influence responses to changing climate, overturning direct climatic effects within 5 years. We manipulated the seasonality and intensity of rainfall over large, replicate plots in accordance with projections of leading climate models and examined responses across several trophic levels. Changes in seasonal water availability had pronounced effects on individual species, but as precipitation regimes were sustained across years, feedbacks and species interactions overrode autecological responses to water and reversed community trajectories. Conditions that sharply increased production and diversity through 2 years caused simplification of the food web and deep reductions in consumer abundance after 5 years. Changes in these natural grassland communities suggest a prominent role for species interactions in ecosystem response to climate change.",2/2/2007,1/31/2020 22:02,2020-01-31T22:02:02Z,1/19/2013 7:43,640-642,,5812,315,,Science,,,,,,,,en,,,,,www.sciencemag.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STFSVK7Y,journalArticle,2007,"McNeely, Camille; Power, Mary E.",SPATIAL VARIATION IN CADDISFLY GRAZING REGIMES WITHIN A NORTHERN CALIFORNIA WATERSHED,Ecology,,0012-9658,10.1890/06-0796.1,http://www.esajournals.org/doi/abs/10.1890/06-0796.1,"Ecologists seek better understanding of why species interactions change across space and time in natural communities. In streams, species effects on resources and community structure may change as physical characteristics of the stream environment change along drainage networks. We examined spatial and seasonal effects of armored grazers using a small-scale exclusion experiment that was replicated in streams of different drainage areas. Effects of grazing varied with stream size and were related to variation in grazer abundance and phenology. We identified three distinct grazing regimes and a stream size (drainage area [DA]) threshold corresponding to a shift from one to two functional trophic levels. In streams with DA < 1 km2, armored grazers did not reduce biomass of algal biofilms. In slightly larger streams (2–3 km2 DA), the armored grazer guild was dominated by bivoltine Glossosoma. These caddisflies persisted and limited algal biofilms throughout the summer in one of these streams. In the largest tributaries (DA > 10 km2), the grazer guild was dominated by univoltine caddisflies, and grazing limited algal biofilms in early summer, but not late summer, after caddisflies pupated. Drainage area is a useful predictor of spatial transitions in food web interactions within and among watersheds. Quantifying the drainage area threshold at which interactions change in catchments with differing geology, vegetation, hydrology, climate, land use, or species pools should help build the understanding we need to forecast ecological responses to environmental change.",10/1/2007,1/31/2020 22:02,2020-01-31T22:02:02Z,1/19/2013 9:04,2609-2619,,10,88,,Ecology,,,,,,,,,,,,,ESA Journals,,,,,,Angelo Coast Range Reserve; California; USA; armored grazer; caddisfly; landscape; phenology; threshold; trophic level; watershed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZFSPPLT,journalArticle,2005,"Power, Mary E.; Brozović, Nicholas; Bode, Collin; Zilberman, David",Spatially explicit tools for understanding and sustaining inland water ecosystems,Frontiers in Ecology and the Environment,,1540-9295,10.1890/1540-9295(2005)003[0047:SETFUA]2.0.CO;2,http://www.esajournals.org/doi/abs/10.1890/1540-9295(2005)003%5B0047:SETFUA%5D2.0.CO%3B2,"In response to worldwide environmental crises driven by declines in the availability or quality of freshwater, ecologists and water resource economists are searching for ways to collaborate in order to guide the difficult choices facing the public, land managers, and politicians. Scientists are challenged to detect and quantify both the drivers of ecosystem change and ecosystem responses, including positive and negative feedbacks that will determine the future states of inland waters. Predicting ecosystem shifts over large temporal and spatial scales has proven difficult or impossible, even in well-studied systems, where the drivers of change are known. New remote-sensing, monitoring, and tracer technologies, however, offer glimpses of watershed processes at unprecedented spatial and temporal scales. Several interdisciplinary groups, including scientists, information specialists, and engineers, are exploring the best ways to design sampling schemes using these new technologies, to interpret the extensive, spatially explicit dynamic data they will yield, and to use these data to formulate models useful for forecasting. Economists, in turn, can use this information to design management and policy tools for sustaining critical ecosystem components and processes.",2/1/2005,1/31/2020 22:02,2020-01-31T22:02:01Z,1/19/2013 9:21,47-55,,1,3,,Frontiers in Ecology and the Environment,,,,,,,,,,,,,ESA Journals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N9YQWM6C,journalArticle,2008,"Power, Mary E.; Parker, Michael S.; Dietrich, William E.","SEASONAL REASSEMBLY OF A RIVER FOOD WEB: FLOODS, DROUGHTS, AND IMPACTS OF FISH",Ecological Monographs,,0012-9615,10.1890/06-0902.1,http://www.esajournals.org/doi/abs/10.1890/06-0902.1,"Eighteen years of field observations and five summer field experiments in a coastal California river suggest that hydrologic regimes influence algal blooms and the impacts of fish on algae, cyanobacteria, invertebrates, and small vertebrates. In this Mediterranean climate, rainy winters precede the biologically active summer low-flow season. Cladophora glomerata, the filamentous green alga that dominates primary producer biomass during summer, reaches peak biomass during late spring or early summer. Cladophora blooms are larger if floods during the preceding winter attained or exceeded “bankfull discharge” (sufficient to mobilize much of the river bed, estimated at 120 m3/s). In 9 out of 12 summers preceded by large bed-scouring floods, the average peak height of attached Cladophora turfs equaled or exceeded 50 cm. In five out of six years when flows remained below bankfull, Cladophora biomass peaked at lower levels. Flood effects on algae were partially mediated through impacts on consumers in food webs. In three experiments that followed scouring winter floods, juvenile steelhead (Oncorhynchus mykiss) and roach (Lavinia (Hesperoleucas) symmetricus) suppressed certain insects and young-of-the-year fish fry, affecting persistence or accrual of algae positively or negatively, depending on the predator-specific vulnerabilities of primary consumers capable of suppressing algae during a given year. During two post-flood years, these grazers were more vulnerable to small predators (odonates and fish fry, which stocked steelhead always suppressed) than to experimentally manipulated, larger fish, which had adverse effects on algae in those years. During one post-flood year, all enclosed grazers capable of suppressing algae were consumed by steelhead, which therefore had positive effects on algae. During drought years, when no bed-scouring winter flows occurred, large armored caddisflies (Dicosmoecus gilvipes) were more abundant during the subsequent summer. In drought-year experiments, stocked fish had little or no influence on algal standing crops, which increased only when Dicosmoecus were removed from enclosures. Flood scour, by suppressing invulnerable grazers, set the stage for fish mediated effects on algae in this river food web. Whether these effects were positive or negative depended on the predator-specific vulnerabilities of primary consumers that dominated during a given summer.",5/1/2008,1/31/2020 22:02,2020-01-31T22:02:00Z,1/19/2013 7:49,263-282,,2,78,,Ecological Monographs,SEASONAL REASSEMBLY OF A RIVER FOOD WEB,,,,,,,,,,,,ESA Journals,,,,,,Cladophora glomerata; Lavinia (Hesperoleucas) symmetricus; Mediterranean hydrologic regimes; Oncorhynchus mykiss; algal blooms; context dependency; effect sizes; flood scour; food chain length; interaction strength; long-term studies; predator impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKXD7ZWD,journalArticle,2011,"Morris, Mark W. L.; Hondzo, Miki; Power, Mary E.",Scaling Glossosoma (Trichoptera) density by abiotic variables in mountain streams,Journal of the North American Benthological Society,,0887-3593,10.1899/10-068.1,http://www.bioone.org/doi/abs/10.1899/10-068.1,"The stream-dwelling larvae of the caddisfly Glossosoma spp. are dominant grazers in lotic food webs and are capable of suppressing stream periphyton. We explored a method for developing a scaling relationship between macroinvertebrate density and local hydraulic variables. As an example of this method, we quantified habitat for larval stone-cased caddisflies, Glossosoma califica and Glossosoma penitum, in 3 coastal mountain streams in northern California over 2 y. We applied dimensional analysis to develop a functional relationship from a power law based on dimensionless local hydraulic and larval density variables that was applicable to areas where Glossosoma are present. Glossosoma densities were negatively correlated with streambed relative roughness and positively correlated with the ratio of inertial to gravitational forces in the stream. The proposed functional relationship described 41% of the variance in the spatial distribution of glossosomatid larvae. This expression could predict how density and constraints on effects of these important grazers would change under variable hydraulic conditions. Variogram analysis of Glossosoma spatial density and relative roughness revealed overlap in the variogram range, the separation distance above which point measurements were statistically independent. The analysis resulted in an average variogram range of 0.39 m for Glossosoma density and 0.26 m for roughness height. Abiotic variables are increasingly available from laser altimetry, so even where field sampling is limited the proposed scaling relationship facilitates prediction of larval biomass over a range of scales in lotic ecosystems.",3/29/2011,1/31/2020 22:01,2020-01-31T22:01:59Z,3/31/2014 6:00,493-506,,2,30,,Journal of the North American Benthological Society,,,,,,,,,,,,,BioOne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WK8DP7TT,journalArticle,2002,"Sabo, J. L.; Power, M. E.",RIVER–WATERSHED EXCHANGE: EFFECTS OF RIVERINE SUBSIDIES ON RIPARIAN LIZARDS AND THEIR TERRESTRIAL PREY,Ecology,,0012-9658,10.1890/0012-9658(2002)083[1860:RWEEOR]2.0.CO;2,http://www.esajournals.org/doi/abs/10.1890/0012-9658(2002)083%5B1860:RWEEOR%5D2.0.CO%3B2,"Resource subsidies from external habitats can enhance the performance or population density of local consumers, altering their effects on in situ prey. Indirect effects of subsidies may be either positive or negative depending on the behavior of the shared consumer. Here we document strong links between riverine insects, riparian lizards (Sceloporus occidentalis), and terrestrial invertebrates. We hypothesized that aquatic insects subsidize riparian lizard populations leading to higher growth rates of these lizards in near-river habitats, and that subsidies exert short-term positive effects on terrestrial resources as a result of diet shifts by lizards to aquatic insects. To test these hypotheses, we used 2 m high fences, or “subsidy shields,” to experimentally reduce aquatic insect flux to large (91 m2) enclosures of lizards. Subsidy shields reduced aquatic insect flux by 55–65%. Growth rates of lizards were 7× higher in subsidized (no-shield) enclosures during the early summer but were not significantly different later in the summer, when ambient fluxes of aquatic insects dropped to 20% of their early season levels. Within the watershed, lizard growth rates (in mass) were positively correlated with the numerical abundance of aquatic insects. Thus, lizard growth rates tracked both seasonal and spatial availability of riverine insect subsidies during our experiment. Subsidies also had indirect effects on the ground-dwelling, terrestrial prey of lizards. Declines of diurnal terrestrial invertebrates were significantly higher in shield than no-shield enclosures, and the most common ground spider (Arctosa sp. [Lycosidae]) disappeared completely from shield enclosures by the end of the experiment. Declines in terrestrial invertebrate abundance did not differ between no-shield enclosures and lizard exclosures. These data suggest that riverine insects subsidize riparian Sceloporus and, in the short term, reduce their predation on terrestrial arthropods.",7/1/2002,1/31/2020 22:01,2020-01-31T22:01:58Z,1/19/2013 8:49,1860-1869,,7,83,,Ecology,RIVER–WATERSHED EXCHANGE,,,,,,,,,,,,ESA Journals,,,,,,Arctosa sp; Sceloporus occidentalis; functional response; ground spider; lizard; predation; riparian; river; river–watershed exchange; subsidy; watershed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISVGRLM2,journalArticle,1978,"Barrows, Cameron; Balderston, Katherine",Roost Characteristics and Behavioral Thermoregulation in the Spotted Owl,Western Birds,,,,,,1978,1/31/2020 22:01,2020-01-31T22:01:58Z,,8-Jan,,1,9,,,Roost Characteristics and Behavioral Thermoregulation in the Spotted Owl.,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TML63E7Y,journalArticle,1981,"Skiles, Mary L.",River Otter (Lutra canadensis) of the NCCRP,,,,,,,1981,1/31/2020 22:01,2020-01-31T22:01:57Z,,22,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID5BPDMF,journalArticle,1967,"Jaeger, Douglas J.","Research Progress at TNC's Nccrp, Past, Present, and Future",,,,,,,1967,1/31/2020 22:01,2020-01-31T22:01:57Z,,21,,,,,,,,,,,,,English,,,,,,,,,,,Angelo Reserve; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BQQNGG3J,journalArticle,1986,"Mierzwa, Kenneth S.",Report of Amphibians found at the NCCRP January 1985 and February 1986,,,,,,,1986,1/31/2020 22:01,2020-01-31T22:01:56Z,,4,,,,,,Report of Amphibians found at the NCCRP January 1985 and February 1986.,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Wildlife; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79CEAY86,report,1958,"Sias, Richard D.","Reconnaissance Report, Angelo Ranch Project, Mendocino County, California",,,,,,,1958,1/31/2020 22:01,2020-01-31T22:01:56Z,,5,,,,,,,,,,,"TNC, National Park Service",,English,,,,,,,,,,,Angelo Reserve; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BICECE9K,book,1989,,"Proposal for an Educational Wilderness Reserve, Submitted to the California State Lands Coalition",,,,,,,1989,1/31/2020 22:01,2020-01-31T22:01:55Z,,,12,,,,,"Proposal for an Educational Wilderness Reserve, Submitted tot he California State Lands Coalition",,,,,Jackson Valley Watershed Coalition,,English,,,,,,,,,,,Angelo Reserve; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VYT9EUTS,book,1987,,Proposal for an Educational Wilderness Reserve,,,,,http://www.google.com,,1987,1/31/2020 22:01,2020-01-31T22:01:55Z,,,12,,,,,,,,,,,,English,,,,,,,,,,,Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B2HMSQVA,journalArticle,1993,"Wootton, J. T.; Power, M. E.","Productivity, consumers, and the structure of a river food chain",,,,,,,1993,1/31/2020 22:01,2020-01-31T22:01:54Z,,1384-1387,,,,,,,,,,,,,English,,,,,,,,,,,Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WQ2PYKYD,journalArticle,1974,"Johnson, Stephen; Johnson, Sharon",Preserve Fact Sheet,,,,,,,1974,1/31/2020 22:01,2020-01-31T22:01:53Z,,2,,,,,,,,,,,,,English,,,,,,,,,,,Angelo Reserve; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS547RCS,journalArticle,2001,"Power, Mary E.",Prey exchange between a stream and its forested watershed elevates predator densities in both habitats,Proceedings of the National Academy of Sciences,,"0027-8424, 1091-6490",10.1073/pnas.98.1.14,http://www.pnas.org/content/98/1/14,,1/2/2001,1/31/2020 22:01,2020-01-31T22:01:53Z,1/19/2013 9:09,14-15,,1,98,,PNAS,,,,,,,,en,,,,,www.pnas.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58A833NW,journalArticle,1968,"Stebbins, G. L.",Preliminary List of the Vascular Plants found on the NCCRP,,,,,,,1968,1/31/2020 22:01,2020-01-31T22:01:52Z,,,,,,,,,,,,,,,English,,,,,,,,,,,"Angelo Reserve, Vegetation; Heath and Majorie Angelo Coast Range Reserve; ReserveID = 29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
